"","State","Psychotherapy","Electroconvulsive","Substance Abuse","Emergency","Alzheimer's or Dementia","Eating Disorder","PTSD","Ownership"
"416","AR","Yes","No","No","No","No","No","No","Private Non-Profit"
"417","AR","Yes","No","No","No","No","No","No","Private Non-Profit"
"418","AR","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"419","AR","Yes","No","No","Yes","No","No","Yes","Private Non-Profit"
"420","AR","Yes","No","No","Yes","No","No","Yes","Private Non-Profit"
"421","AR","Yes","No","Yes","No","No","No","Yes","Private Non-Profit"
"422","AR","Yes","Yes","Yes","Yes","No","No","Yes","Public"
"423","AR","Yes","No","No","No","No","No","No","Public"
"424","AR","Yes","No","Yes","Yes","No","No","No","Private Non-Profit"
"425","AR","Yes","No","No","Yes","No","No","Yes","Private Non-Profit"
"426","AR","No","Yes","No","Yes","Yes","Yes","Yes","Public"
"427","AR","Yes","No","No","No","No","Yes","Yes","Private For-Profit"
"428","AR","Yes","No","Yes","Yes","No","No","Yes","Private Non-Profit"
"429","AR","Yes","No","No","Yes","No","No","Yes","Private Non-Profit"
"430","AR","Yes","No","No","Yes","No","Yes","Yes","Private For-Profit"
"431","AR","Yes","No","Yes","No","Yes","No","No","Private Non-Profit"
"432","AR","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"433","AR","Yes","No","Yes","Yes","No","No","No","Private For-Profit"
"434","AR","Yes","No","Yes","Yes","No","No","Yes","Private For-Profit"
"435","AR","Yes","No","Yes","Yes","No","No","Yes","Private For-Profit"
"436","AR","Yes","No","Yes","Yes","No","No","No","Private Non-Profit"
"437","AR","Yes","No","No","No","Yes","No","No","Private Non-Profit"
"438","AR","Yes","No","No","No","No","No","No","Private For-Profit"
"439","AR","Yes","No","No","No","Yes","No","No","Private For-Profit"
"440","AR","Yes","No","Yes","Yes","No","No","No","Private Non-Profit"
"441","AR","Yes","No","No","No","No","No","Yes","Private For-Profit"
"442","AR","Yes","No","Yes","No","No","No","No","Private For-Profit"
"443","AR","Yes","No","No","Yes","No","Yes","Yes","Private For-Profit"
"444","AR","Yes","No","No","No","No","No","No","Private Non-Profit"
"445","AR","Yes","No","No","No","Yes","Yes","Yes","Private For-Profit"
"446","AR","Yes","No","No","No","No","No","No","Private Non-Profit"
"447","AR","Yes","No","No","No","No","No","No","Private Non-Profit"
"448","AR","Yes","No","Yes","Yes","No","No","Yes","Private For-Profit"
"449","AR","Yes","No","No","Yes","No","No","Yes","Private For-Profit"
"450","AR","Yes","No","No","No","No","No","No","Private For-Profit"
"451","AR","Yes","No","Yes","Yes","No","No","No","Private Non-Profit"
"452","AR","Yes","No","Yes","Yes","No","No","Yes","Public"
"453","AR","Yes","No","Yes","Yes","No","No","No","Private Non-Profit"
"454","AR","Yes","No","Yes","Yes","No","Yes","No","Private Non-Profit"
"455","AR","Yes","No","No","No","No","No","No","Private Non-Profit"
"456","AR","Yes","No","Yes","Yes","No","No","No","Private For-Profit"
"457","AR","Yes","No","Yes","Yes","No","No","No","Private Non-Profit"
"458","AR","Yes","No","No","No","No","No","No","Private Non-Profit"
"459","AR","Yes","No","Yes","Yes","Yes","Yes","Yes","Public"
"460","AR","Yes","No","No","No","No","No","No","Private Non-Profit"
"461","AR","Yes","No","Yes","No","No","No","Yes","Private Non-Profit"
"462","AR","Yes","Yes","Yes","Yes","No","No","Yes","Public"
"463","AR","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"464","AR","Yes","No","Yes","No","Yes","No","Yes","Private For-Profit"
"465","AR","Yes","No","No","No","No","No","No","Private For-Profit"
"466","AR","No","No","No","Yes","Yes","No","Yes","Private For-Profit"
"467","AR","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"468","AR","Yes","No","Yes","Yes","No","No","Yes","Private Non-Profit"
"469","AR","Yes","No","Yes","Yes","No","No","No","Private Non-Profit"
"470","AR","Yes","No","No","No","No","No","Yes","Private For-Profit"
"471","AR","Yes","No","Yes","Yes","Yes","Yes","Yes","Public"
"472","AR","Yes","No","No","No","No","No","Yes","Private Non-Profit"
"473","AR","No","No","No","Yes","Yes","No","No","Private Non-Profit"
"474","AR","Yes","No","No","Yes","No","No","Yes","Private For-Profit"
"475","AR","Yes","No","No","Yes","Yes","No","No","Private Non-Profit"
"476","AZ","Yes","No","Yes","Yes","No","No","No","Private Non-Profit"
"477","AZ","Yes","No","Yes","Yes","No","No","No","Private Non-Profit"
"478","AZ","Yes","No","Yes","Yes","No","No","Yes","Private Non-Profit"
"479","AZ","Yes","No","Yes","Yes","No","No","No","Private Non-Profit"
"480","AZ","Yes","No","Yes","Yes","No","No","Yes","Private Non-Profit"
"481","AZ","No","No","No","No","No","No","No","Private For-Profit"
"482","AZ","Yes","No","Yes","Yes","No","No","Yes","Private For-Profit"
"483","AZ","Yes","No","Yes","Yes","Yes","Yes","Yes","Private For-Profit"
"484","AZ","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"485","AZ","Yes","No","Yes","Yes","No","No","Yes","Private Non-Profit"
"486","AZ","No","No","No","No","No","No","No","Private For-Profit"
"487","AZ","Yes","No","Yes","No","No","No","Yes","Private Non-Profit"
"488","AZ","Yes","No","Yes","No","No","No","No","Private For-Profit"
"489","AZ","Yes","No","No","Yes","No","No","Yes","Private Non-Profit"
"490","AZ","Yes","Yes","No","Yes","No","No","No","Private For-Profit"
"491","AZ","Yes","No","Yes","Yes","No","No","Yes","Private Non-Profit"
"492","AZ","Yes","No","Yes","Yes","No","No","No","Public"
"493","AZ","Yes","No","Yes","No","No","No","Yes","Private Non-Profit"
"494","AZ","Yes","No","Yes","No","No","No","Yes","Private Non-Profit"
"495","AZ","No","No","No","No","No","No","No","Private For-Profit"
"496","AZ","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"497","AZ","Yes","Yes","Yes","No","No","No","No","Private Non-Profit"
"498","AZ","Yes","No","No","No","No","No","No","Private Non-Profit"
"499","AZ","Yes","No","Yes","Yes","No","No","Yes","Public"
"500","AZ","Yes","No","Yes","No","No","No","No","Private For-Profit"
"501","AZ","Yes","No","Yes","Yes","No","No","Yes","Private Non-Profit"
"502","AZ","Yes","No","Yes","Yes","No","No","Yes","Private Non-Profit"
"503","AZ","Yes","No","Yes","No","No","Yes","Yes","Private Non-Profit"
"504","AZ","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"505","AZ","Yes","No","No","No","No","No","No","Private For-Profit"
"506","AZ","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"507","AZ","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"508","AZ","Yes","No","Yes","No","No","No","Yes","Private Non-Profit"
"509","AZ","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"510","AZ","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"511","AZ","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"512","AZ","No","No","No","No","No","No","No","Private For-Profit"
"513","AZ","Yes","No","Yes","No","No","No","Yes","Private Non-Profit"
"514","AZ","Yes","No","Yes","Yes","No","No","Yes","Private Non-Profit"
"515","AZ","Yes","No","Yes","No","Yes","Yes","Yes","Private Non-Profit"
"516","AZ","No","No","No","No","No","No","No","Private For-Profit"
"517","AZ","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"518","AZ","Yes","No","Yes","Yes","No","Yes","Yes","Private For-Profit"
"519","AZ","Yes","No","No","No","No","No","No","Private Non-Profit"
"520","AZ","Yes","No","Yes","Yes","No","No","No","Private Non-Profit"
"521","AZ","Yes","No","Yes","No","No","No","Yes","Private Non-Profit"
"522","AZ","Yes","No","No","No","No","No","Yes","Private Non-Profit"
"523","AZ","No","No","Yes","No","No","No","No","Private Non-Profit"
"524","AZ","Yes","No","No","No","No","No","No","Private Non-Profit"
"525","AZ","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"526","AZ","Yes","No","No","No","No","No","Yes","Private Non-Profit"
"527","AZ","Yes","No","No","No","No","No","No","Private Non-Profit"
"528","AZ","Yes","No","No","No","No","No","Yes","Private Non-Profit"
"529","AZ","No","Yes","Yes","Yes","No","No","No","Private For-Profit"
"530","AZ","Yes","No","Yes","No","No","No","Yes","Private Non-Profit"
"531","AZ","Yes","No","No","No","No","No","No","Private Non-Profit"
"532","AZ","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"533","AZ","Yes","No","Yes","No","No","No","Yes","Private Non-Profit"
"534","AZ","Yes","No","No","No","No","No","Yes","Private Non-Profit"
"535","AZ","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"536","AZ","Yes","No","No","No","No","No","No","Private Non-Profit"
"537","AZ","Yes","No","No","No","No","No","No","Private Non-Profit"
"538","AZ","Yes","No","Yes","Yes","Yes","No","No","Private For-Profit"
"539","AZ","No","No","Yes","Yes","No","No","No","Private For-Profit"
"540","AZ","Yes","No","Yes","Yes","No","No","No","Private Non-Profit"
"541","AZ","Yes","No","Yes","No","No","No","No","Public"
"542","AZ","Yes","Yes","Yes","No","No","No","No","Public"
"543","AZ","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"544","AZ","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"545","AZ","Yes","No","No","No","No","No","No","Private Non-Profit"
"546","AZ","Yes","No","No","No","No","No","No","Private Non-Profit"
"547","AZ","Yes","No","Yes","Yes","No","No","No","Private Non-Profit"
"548","AZ","Yes","No","Yes","No","No","No","Yes","Private Non-Profit"
"549","AZ","Yes","No","Yes","No","No","Yes","Yes","Private For-Profit"
"550","AZ","Yes","No","Yes","No","No","No","No","Private For-Profit"
"551","AZ","Yes","No","No","No","No","No","Yes","Private Non-Profit"
"552","AZ","Yes","No","Yes","No","No","No","Yes","Private Non-Profit"
"553","AZ","Yes","No","Yes","No","No","No","Yes","Private For-Profit"
"554","AZ","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"555","AZ","Yes","No","Yes","No","No","No","Yes","Private For-Profit"
"556","AZ","Yes","No","Yes","No","No","Yes","Yes","Private For-Profit"
"557","AZ","Yes","No","Yes","No","No","Yes","Yes","Private Non-Profit"
"558","AZ","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"559","AZ","Yes","No","No","No","No","No","Yes","Private Non-Profit"
"560","AZ","Yes","No","Yes","Yes","No","No","No","Private Non-Profit"
"561","AZ","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"562","AZ","Yes","No","Yes","No","No","Yes","Yes","Private Non-Profit"
"563","AZ","Yes","No","Yes","No","No","No","Yes","Private For-Profit"
"564","AZ","No","No","No","No","No","No","No","Private For-Profit"
"565","AZ","Yes","No","Yes","No","No","No","Yes","Private Non-Profit"
"566","AZ","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"567","AZ","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"568","AZ","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"569","AZ","Yes","No","Yes","No","No","No","Yes","Private Non-Profit"
"570","AZ","Yes","No","Yes","Yes","No","Yes","Yes","Private Non-Profit"
"571","AZ","Yes","No","Yes","Yes","No","No","No","Private Non-Profit"
"572","AZ","Yes","No","Yes","Yes","No","No","Yes","Private Non-Profit"
"573","AZ","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"574","AZ","Yes","No","No","No","No","No","No","Private For-Profit"
"575","AZ","No","No","Yes","Yes","No","No","Yes","Private For-Profit"
"576","AZ","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"577","AZ","Yes","No","Yes","No","No","No","Yes","Private For-Profit"
"578","AZ","No","No","No","No","No","No","No","Private For-Profit"
"579","AZ","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"580","AZ","Yes","No","No","No","No","No","No","Private Non-Profit"
"581","AZ","No","No","No","No","No","No","No","Private For-Profit"
"582","AZ","Yes","No","Yes","No","No","No","Yes","Private Non-Profit"
"583","AZ","No","No","No","No","No","No","No","Private For-Profit"
"584","AZ","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"585","AZ","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"586","AZ","Yes","No","No","No","No","No","No","Public"
"587","AZ","Yes","No","No","No","No","No","Yes","Private Non-Profit"
"588","AZ","Yes","No","No","No","No","No","Yes","Private Non-Profit"
"589","AZ","Yes","No","No","No","No","Yes","No","Private For-Profit"
"590","AZ","Yes","No","No","No","No","Yes","No","Private For-Profit"
"591","AZ","Yes","No","Yes","Yes","Yes","No","No","Private For-Profit"
"592","AZ","Yes","No","No","No","No","No","No","Private For-Profit"
"593","AZ","Yes","No","Yes","No","No","Yes","Yes","Private For-Profit"
"594","AZ","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"595","AZ","Yes","No","Yes","Yes","No","No","Yes","Private Non-Profit"
"596","AZ","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"597","AZ","Yes","No","Yes","No","No","No","Yes","Private Non-Profit"
"598","AZ","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"599","AZ","Yes","No","Yes","No","No","No","No","Private For-Profit"
"600","AZ","Yes","No","Yes","No","No","No","No","Private For-Profit"
"601","AZ","Yes","No","Yes","Yes","No","No","Yes","Private Non-Profit"
"602","AZ","Yes","No","Yes","No","No","No","No","Private For-Profit"
"603","AZ","Yes","No","No","No","No","Yes","Yes","Private Non-Profit"
"604","AZ","No","No","No","No","No","No","Yes","Private Non-Profit"
"605","AZ","Yes","No","Yes","No","No","No","No","Private For-Profit"
"606","AZ","Yes","No","No","No","No","No","No","Private For-Profit"
"607","AZ","Yes","No","No","No","No","No","No","Private For-Profit"
"608","AZ","Yes","No","No","No","No","No","No","Private For-Profit"
"609","AZ","Yes","No","No","No","No","No","No","Private For-Profit"
"610","AZ","Yes","No","No","No","No","No","No","Private For-Profit"
"611","AZ","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"612","AZ","Yes","No","Yes","Yes","No","No","No","Private Non-Profit"
"613","AZ","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"614","AZ","No","No","Yes","No","No","No","No","Private Non-Profit"
"615","AZ","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"616","AZ","No","No","Yes","No","No","No","Yes","Private For-Profit"
"617","AZ","Yes","No","Yes","No","No","No","No","Private For-Profit"
"618","AZ","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"619","AZ","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"620","AZ","Yes","No","Yes","No","Yes","No","Yes","Private Non-Profit"
"621","AZ","Yes","No","Yes","No","No","No","No","Private For-Profit"
"622","AZ","Yes","No","Yes","No","No","No","No","Private For-Profit"
"623","AZ","Yes","No","Yes","No","No","No","No","Private For-Profit"
"624","AZ","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"625","AZ","No","No","No","No","No","No","No","Private For-Profit"
"626","AZ","No","No","No","No","No","No","No","Private For-Profit"
"627","AZ","Yes","No","No","No","No","Yes","No","Private For-Profit"
"628","AZ","Yes","No","No","Yes","No","No","No","Private Non-Profit"
"629","AZ","No","No","No","No","No","No","No","Private For-Profit"
"630","AZ","Yes","No","Yes","No","No","Yes","Yes","Private For-Profit"
"631","AZ","Yes","No","No","Yes","No","No","No","Private Non-Profit"
"632","AZ","Yes","No","Yes","No","No","No","No","Private For-Profit"
"633","AZ","Yes","No","Yes","No","No","No","Yes","Private Non-Profit"
"634","AZ","Yes","No","Yes","No","No","Yes","Yes","Private For-Profit"
"635","AZ","Yes","No","Yes","No","No","Yes","Yes","Private For-Profit"
"636","AZ","Yes","No","Yes","Yes","No","No","No","Private Non-Profit"
"637","AZ","Yes","No","Yes","No","No","Yes","Yes","Private For-Profit"
"638","AZ","Yes","No","No","No","No","No","Yes","Private Non-Profit"
"639","AZ","Yes","No","Yes","No","No","No","No","Public"
"640","AZ","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"641","AZ","Yes","No","Yes","Yes","No","No","No","Private Non-Profit"
"642","AZ","Yes","No","Yes","Yes","No","No","No","Private Non-Profit"
"643","AZ","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"644","AZ","Yes","No","Yes","No","No","No","Yes","Private Non-Profit"
"645","AZ","Yes","No","Yes","No","No","No","No","Private For-Profit"
"646","AZ","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"647","AZ","No","No","No","No","No","No","No","Private For-Profit"
"648","AZ","Yes","No","Yes","No","No","No","No","Private For-Profit"
"649","AZ","Yes","No","No","No","No","No","No","Private Non-Profit"
"650","AZ","Yes","No","Yes","No","Yes","Yes","Yes","Private Non-Profit"
"651","AZ","Yes","No","Yes","Yes","No","No","Yes","Private Non-Profit"
"652","AZ","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"653","AZ","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"654","AZ","Yes","No","Yes","No","No","No","Yes","Private Non-Profit"
"655","AZ","Yes","No","No","No","No","No","No","Private Non-Profit"
"656","AZ","Yes","No","Yes","No","No","No","No","Private Non-Profit"
